Gender,Age Group,Educational Degree Level,Major,Most Active Platform,Account Type,Type of Content,Number of Posts Created,Avg Time Spent on Platform (min/day),Number of Likes Given,Number of Likes Received,Number of Comments Made,Number of Comments Received,Number of Shares,Number of Followers,Number of Accounts Followed,Engagement Rate (%),Income in USD,Number of Views,Amount Invested in Advertising (USD)
Other,46-51,High School,Science,LinkedIn,Influencer,Educational,80,99.2892497758954,193,235,46,73,38,1135.090725861002,233.87063012006467,67.2800278184479,19407.41766459133,5045,2800.739027141146
Male,46-51,High School,Engineering,Other,Influencer,Singing,102,123.37389124553549,214,268,43,63,32,1648.4697726007525,240.78459086444428,36.16778850325263,17554.27375277713,4923,3157.0857590271944
Male,13-19,High School,Engineering,TikTok,Influencer,Art-Drawing,103,145.65605899391736,236,261,57,59,32,1953.1332772826358,201.3952329656335,58.00065753523652,25271.626033026827,5006,2034.579281529285
Female,39-45,High School,Arts,Facebook,Business,Art-Drawing,105,167.50646729330816,173,267,61,45,33,1408.274073060817,224.2302110256241,59.28117959393091,9895.001911992858,5171,2981.8667388866515
Male,34-38,High School,Social Sciences,Facebook,Personal,Educational,86,124.8858025159497,194,292,52,58,40,1835.2024316867787,327.7011202994024,58.71111270580332,25343.249903114352,4970,3650.328247200332
Other,51+,MD,Business,Other,Personal,Singing,99,145.83621168198098,189,247,53,55,27,1340.7185979500573,380.8106279957503,52.95318839442055,33469.89141514815,5005,3915.2827724679946
Other,51+,None,Science,Instagram,Non-Profit,Singing,96,142.2566325114244,197,246,55,64,26,1326.9180355081257,515.4917869031592,11.698823568238792,45756.3059563804,5035,1399.5817778950955
Male,20-26,Bachelor,Business,Other,Non-Profit,Animation,101,108.52868727537073,208,254,45,68,18,1033.9091229131504,357.7416091586658,21.845592743532592,62987.59691493748,5048,2443.3770443175563
Other,46-51,PhD,Other,YouTube,Business,Travel,103,183.23410363272532,191,257,53,47,29,2355.9972074063794,182.21596800430416,80.00670762509891,2571.7414009568274,4990,2703.3826186034503
Other,20-26,Bachelor,Business,Facebook,Other,Handmade Craft,101,102.7127339136317,199,261,68,61,22,1257.8201370263798,424.16511069935433,50.23654889227102,15991.296635336312,4950,1981.087618465038
Male,39-45,Bachelor,Other,LinkedIn,Personal,Other,105,122.72983878448696,198,233,47,50,15,1099.4011476266692,348.71397448799337,70.6076315836315,25339.404019072204,4928,3243.6353414026526
Male,39-45,None,Social Sciences,YouTube,Non-Profit,Educational,100,163.62359260195282,186,268,46,65,33,977.3106084606048,302.86933601372465,56.99090802127616,32074.049999986913,5054,2055.8616810032477
Other,20-26,None,Other,Twitter,Personal,Handmade Craft,78,162.8837472839647,193,251,48,59,29,1542.2579486734792,406.73085671082197,3.869025450023833,35468.07168643854,5129,1847.1677485930131
Other,46-51,None,Business,TikTok,Business,Handmade Craft,96,120.42961194106985,191,250,46,58,33,991.5247583734692,536.7954058457647,79.62137690179006,20848.161896588746,4908,685.5363400352146
Other,20-26,High School,Business,YouTube,Business,Educational,97,149.71250243521882,184,258,48,55,24,1143.7249823990444,281.1008756331023,6.432419452904947,0.0,4909,309.9454479223168
Female,51+,MD,Other,TikTok,Other,Singing,107,113.28082990669334,179,265,38,60,21,1899.478421526279,216.70315324797014,94.31740511585731,45519.0653129354,4975,1649.8400811802594
Female,13-19,High School,Engineering,Other,Other,Educational,120,105.33963329102825,214,240,70,59,23,1724.358205517424,432.74299567492625,21.537692170507583,37539.9818275928,4930,0.0
Female,51+,MD,Social Sciences,YouTube,Business,Handmade Craft,106,83.6163278064468,212,257,55,56,23,827.3418094827744,565.63122517897,51.24061434601496,40698.49971269129,4968,3244.499749805932
Male,27-33,MD,Arts,Other,Non-Profit,Travel,98,141.71644096437842,201,231,52,60,21,1862.4120006659455,314.4884667397098,6.358804246578654,26780.22098125317,5001,2888.662819770373
Female,46-51,Bachelor,Science,Twitter,Personal,Other,120,144.87662793805367,183,247,46,71,32,1516.3940852099959,303.09120966513274,89.49323786658212,35267.430117224474,4998,2689.83227101846
Male,46-51,Bachelor,Business,Facebook,Influencer,Other,100,102.96332113333014,204,240,44,60,33,2068.580618029172,317.21173467308296,97.99402545648044,5.1561056745376845,4998,3112.866277661617
Male,34-38,MD,Science,Twitter,Other,Travel,85,128.04300101955704,173,255,44,70,25,2208.994741383949,344.9330032856543,14.629250272118988,13944.40284963593,4941,1724.514678300205
Female,<12,MD,Arts,Facebook,Influencer,Travel,103,199.529652836158,196,218,61,63,32,695.6629709527379,159.15278340503994,29.578654249351978,47913.86106599281,5009,2221.2622743475085
Female,27-33,High School,Science,Other,Non-Profit,Singing,90,154.40046900352093,200,257,44,58,30,1882.3151806598598,330.5897975877368,1.5874421793847793,30463.708235623995,5054,1628.8141473416279
Female,39-45,High School,Arts,Facebook,Other,Art-Drawing,102,92.95548172263416,199,246,53,51,31,2317.405962079212,327.34562657964455,78.69654919674565,58039.21930481118,4954,3109.1282838962616
Other,46-51,Bachelor,Other,TikTok,Influencer,Educational,112,150.04686839290164,175,278,50,53,28,1604.8244995805103,321.59291510189746,31.14643326814126,15379.413267108168,4921,0.0
Female,20-26,None,Engineering,LinkedIn,Non-Profit,Other,96,93.09414656247958,183,237,56,61,28,1844.108526193671,316.70047742275705,58.88374693418312,68282.20650875711,4933,3108.844110515168
Other,27-33,MD,Business,Twitter,Personal,Travel,93,33.14345064435945,193,254,44,62,32,1612.48492097278,309.6277374399529,3.9218501280014584,70430.67208892088,5016,179.03149423026866
Male,34-38,High School,Arts,YouTube,Non-Profit,Educational,107,119.38763570201614,203,298,59,54,31,1989.712371964295,89.86845510059106,71.54602666747475,20326.19418194597,4974,1793.9239923363227
Other,39-45,Bachelor,Science,Twitter,Other,Other,86,166.89604378778955,196,254,48,69,26,1691.7450321476242,227.89559933804927,52.94039633567269,23183.49781095827,5035,950.4179017676133
Female,<12,High School,Business,TikTok,Business,Travel,93,161.92343881310825,211,249,51,52,38,488.8138164849561,385.5858382242328,72.49802459988352,48780.028694125765,5136,1863.8761698192493
Male,<12,MD,Engineering,Facebook,Personal,Other,108,131.31705507277965,206,237,46,57,21,1439.3989663125353,409.04489007910047,78.95643131509638,21558.342149596487,4946,1447.206361896935
Male,34-38,MD,Other,TikTok,Influencer,Singing,107,103.74811760250317,216,243,52,55,36,1407.0938934777168,257.71357728331094,8.92428661788337,26015.891350676688,5054,1615.2432802405615
Male,34-38,PhD,Business,Instagram,Other,Art-Drawing,93,134.5934905173794,216,238,55,65,33,1856.8921523208849,204.34753278680543,57.80921207932251,19001.93333111093,5052,2547.312673866721
Other,20-26,None,Arts,Instagram,Business,Art-Drawing,90,111.92519489067269,193,234,49,70,33,2088.423171382471,371.696547723139,64.99440338816218,19405.81613435525,4964,2224.7659271403472
Female,46-51,PhD,Engineering,YouTube,Non-Profit,Travel,101,104.59032924092068,197,232,45,50,28,1386.1649259995527,327.28355608440717,51.6718753944995,31769.490873471623,4929,2999.1756799697614
Male,<12,Bachelor,Science,TikTok,Business,Other,85,151.86006606916715,189,267,51,59,37,887.5619067305693,287.7930467515737,18.240939826512225,25895.745567771304,4965,2418.3544634893183
Male,39-45,High School,Engineering,Other,Other,Singing,110,104.21892660868221,202,245,47,57,31,1653.1078398906752,386.1853860104221,79.5597284057737,0.0,4951,410.86239503225875
Male,27-33,Bachelor,Engineering,YouTube,Other,Animation,79,153.81709669428227,214,244,47,63,35,1112.0259086126011,182.12753634692697,99.74583288395984,51616.32695603612,5059,4351.5436680506955
Other,39-45,MD,Social Sciences,Other,Business,Educational,106,102.23442114108562,231,276,53,55,39,1196.96948253567,416.09596147382314,96.92702524285228,53990.173691272474,5068,14.273252024352132
Other,13-19,PhD,Engineering,YouTube,Non-Profit,Educational,115,181.75475864468666,220,261,45,70,31,2691.045939617887,149.79685902701095,77.75295649772313,37685.93950610921,4954,2314.5514805933844
Female,13-19,PhD,Engineering,Instagram,Business,Handmade Craft,86,70.78096679144642,195,245,49,52,22,1161.1372478773283,217.47688151884546,41.81077227864215,31886.438718390884,5062,2735.8858009462606
Other,34-38,PhD,Business,YouTube,Other,Singing,107,91.29692004886296,202,272,41,59,34,717.5626035692404,195.9103852277953,33.73004978400221,15962.145479180934,5055,2292.6913029621674
Male,20-26,Bachelor,Science,Instagram,Other,Other,95,115.33896797429031,200,260,48,51,25,1801.786549104248,241.75434553330743,6.854579910083181,23072.03672745331,4862,1799.9339552604079
Female,13-19,MD,Business,Facebook,Influencer,Handmade Craft,97,60.47868290435811,226,263,43,63,33,1853.5250809623408,330.6079636530848,41.62863037516904,46337.38716902658,4883,3486.561926816944
Male,<12,High School,Business,Other,Influencer,Travel,87,42.870415717345026,196,240,44,67,26,1939.293746614685,367.8423881136294,15.604859773179902,38968.79785190612,5014,3123.220508971858
Male,39-45,High School,Arts,TikTok,Personal,Other,110,60.737771492681745,200,259,43,63,34,1919.9257295630503,291.8455879605238,25.433471350602844,36829.220750639346,4954,1978.7474220520173
Other,39-45,Bachelor,Business,YouTube,Other,Handmade Craft,109,111.23732369066975,198,229,41,62,35,1572.8031839260425,172.23879819628422,89.18867731773511,37466.718085195535,4922,1550.9387499769216
Female,34-38,PhD,Social Sciences,Instagram,Influencer,Art-Drawing,100,111.9986997034766,221,238,52,49,33,1578.0552658575848,99.9509137424775,96.8525631511219,45937.38456747533,5155,1182.6210176114532
Other,46-51,None,Social Sciences,Twitter,Business,Educational,108,129.98998443698596,233,221,61,65,23,1969.7799314614094,384.6372147232786,94.85590004657604,43687.36389820081,5009,1262.4240474399533
Other,46-51,Bachelor,Arts,Other,Non-Profit,Other,87,114.08995554670973,248,233,47,75,30,2304.29725690342,372.2584811033205,19.335568584339093,40341.08506399447,4976,1940.0917511371517
Female,27-33,Bachelor,Other,YouTube,Business,Handmade Craft,115,128.98549393532548,221,268,49,75,26,869.6367599503184,407.08737725242645,90.08942082353228,24776.277078374816,4970,344.21790255419864
Male,34-38,MD,Science,LinkedIn,Non-Profit,Art-Drawing,93,106.49350756684794,237,262,57,77,40,1195.8539770143898,286.75508128101467,14.150530090026514,55265.661781824994,5066,1993.3110691490508
Male,51+,High School,Science,Facebook,Influencer,Singing,111,141.44447272415044,185,273,55,59,29,1813.9662066959727,366.8155119810407,50.766020787614984,22726.219633284414,4930,2803.232102624678
Female,27-33,Bachelor,Business,Facebook,Personal,Handmade Craft,94,137.82930009520567,188,277,53,53,27,1627.4431995015518,236.04542396528154,64.36633672643734,16968.585638727258,5109,1436.9966116203072
Male,51+,Bachelor,Business,Twitter,Business,Travel,75,110.19922140427443,202,250,53,67,28,604.7160278178791,348.0592772392816,46.24668731004188,21543.19349917536,5078,1977.1865468222454
Female,46-51,PhD,Other,Instagram,Business,Travel,104,135.99034304017172,185,252,47,60,30,1213.366207715925,252.03220588369194,95.18374354168085,12131.687309842084,4955,2307.4058334792676
Female,34-38,PhD,Business,YouTube,Business,Travel,95,114.28062192153992,204,270,46,63,27,1651.3420928954274,218.57475439194315,33.32127230916051,38753.63873228545,5101,2484.4381911976425
Other,51+,None,Science,Other,Non-Profit,Other,95,74.33022253820684,196,237,53,74,25,1506.2977229651385,323.19972259039866,52.737766309806354,29796.552560997956,4961,1799.8807578089372
Female,34-38,MD,Engineering,Instagram,Influencer,Educational,93,147.13489924147865,219,245,60,65,31,1320.5290273468572,317.97701936002886,7.544993547966361,46929.75343280376,5084,3760.6679093652006
Other,34-38,None,Social Sciences,Facebook,Business,Handmade Craft,99,92.79551860204712,208,270,45,71,36,2672.034025490728,391.16114630027727,85.2224580078157,0.0,5033,2003.4276234497454
Male,46-51,PhD,Engineering,Instagram,Business,Singing,108,146.814718654253,206,221,42,70,30,1487.5543205205663,171.54347660289443,41.33633959439447,33163.42584801936,5043,670.5998678417698
Male,27-33,High School,Engineering,Facebook,Personal,Handmade Craft,112,129.7208031635107,204,248,54,66,24,1615.5244993013866,392.7115058505805,70.05321155919974,26146.892886144837,4954,1614.4781781876693
Male,27-33,PhD,Science,Instagram,Personal,Educational,92,117.46433072948632,196,260,40,42,37,1566.4824480213213,312.9892170293088,68.22456310494182,24815.93509995372,5039,3298.1428246814166
Male,34-38,MD,Engineering,Twitter,Influencer,Art-Drawing,99,63.69019813646742,194,234,39,52,29,1605.8333644737431,406.79592267360084,67.62628928342468,14389.91290695146,4935,3219.7268006472364
Other,13-19,PhD,Other,TikTok,Influencer,Educational,97,166.19236672243332,213,246,40,57,28,1518.8632299097717,405.7635319991601,50.693827875744105,30654.38907519579,5076,280.2288820395313
Male,20-26,MD,Arts,Twitter,Other,Travel,96,109.10658415937735,218,225,55,62,36,458.8171049729567,56.64607268800768,27.75187905478407,18529.33147803328,5153,1702.3492456242543
Female,46-51,MD,Business,Twitter,Personal,Other,101,139.03690761466748,187,256,45,77,31,1004.8975836721486,404.8633150409139,62.50945585613864,52795.11087632654,5054,1472.4455720228636
Female,20-26,MD,Arts,TikTok,Other,Art-Drawing,92,116.58077629887657,200,272,63,52,28,1342.571341880068,409.3069259916797,96.17915038112181,39405.98761606178,5055,2779.100123325759
Female,20-26,MD,Social Sciences,TikTok,Non-Profit,Other,97,111.85693993312836,216,229,46,65,24,1906.359830581645,174.16859650198614,83.39492559463139,44721.44329677853,5012,861.9275806623925
Other,27-33,MD,Business,YouTube,Other,Travel,112,125.78423515190968,217,248,44,62,36,1350.3640999095842,143.812056387764,10.876823155377657,3894.626713770842,4945,3559.986088413448
Male,27-33,High School,Engineering,Other,Business,Animation,104,120.7971685032554,222,249,58,69,35,1084.3118858967696,377.4723944975595,2.3187401586550083,43284.58990797386,4928,530.1175622510023
Male,13-19,None,Social Sciences,Other,Other,Educational,103,111.99021629472637,208,233,54,53,25,1972.1614910610817,311.36112377249475,49.89713568704347,41870.74099933255,4957,1859.8387344512664
Male,20-26,Bachelor,Business,YouTube,Influencer,Educational,92,118.34056324163542,216,262,32,58,23,2175.546628141348,235.75810476192805,77.58293517147361,23905.219898462343,5111,795.2354196514395
Other,20-26,None,Other,Twitter,Non-Profit,Singing,102,132.8119396881513,207,270,46,64,27,733.6364381167351,443.878298974325,31.390255316720726,27203.422812212462,4945,2656.838483957818
Female,34-38,MD,Other,Twitter,Business,Handmade Craft,93,134.93457530274884,206,254,48,71,36,1548.4634264818164,330.25404840546673,70.12382779042275,15258.726946513736,5051,0.0
Female,27-33,High School,Other,Facebook,Other,Art-Drawing,112,121.30071638231789,183,246,58,56,32,164.91571826912195,91.40792921321867,93.19212642388091,25386.580102266635,5063,1828.597281703871
Male,20-26,PhD,Other,Facebook,Non-Profit,Other,94,138.62810969443316,200,244,46,64,33,1344.2899592471285,198.24142188708004,45.898450693466884,38469.3845476185,4914,1808.9126755812938
Female,39-45,High School,Engineering,Other,Non-Profit,Art-Drawing,93,107.2779058667074,191,238,47,72,23,2442.217114610663,404.23377349026396,24.415965623062185,19959.873127878254,4959,1103.9972981244716
Female,13-19,MD,Arts,YouTube,Business,Singing,84,186.74659142989367,198,260,49,64,29,1545.9732016798716,303.57999177896386,91.77578620802471,30541.738556586763,4887,3218.6193448314916
Other,51+,High School,Business,LinkedIn,Other,Singing,86,164.5676582402334,197,257,59,59,27,809.4608986407769,228.0266467007861,47.226396400371485,68184.37793668552,5045,3703.7006383837893
Other,39-45,High School,Engineering,LinkedIn,Non-Profit,Other,101,142.87328984494835,184,223,41,67,40,821.7737163409842,345.2485222261963,40.783930667511,15318.031100948947,4881,1597.131555531941
Other,39-45,MD,Other,YouTube,Non-Profit,Handmade Craft,80,61.75258518488849,188,236,44,56,33,1033.6819906697046,239.22980813657654,35.3361571540924,34982.04503525229,4881,2129.3494716694877
Other,51+,High School,Arts,Facebook,Personal,Other,91,138.18057416564946,211,243,52,53,34,1164.161867336003,175.29019666696482,42.30169524388131,14492.778075043987,5029,1382.7167927235257
Male,46-51,Bachelor,Social Sciences,Other,Non-Profit,Other,85,109.90088751413836,227,293,49,76,45,553.6098611542867,401.6711222506003,67.36578541823583,7717.718964608823,5107,736.959876310068
Other,46-51,Bachelor,Social Sciences,Other,Personal,Travel,116,90.63957805771942,211,265,59,49,31,1664.6307089110264,416.7531215181479,43.3719627220154,41989.41848702896,5147,882.3213308895315
Female,13-19,High School,Social Sciences,Facebook,Other,Handmade Craft,101,109.13711849085541,212,252,60,65,19,1771.935329489003,348.11350531688066,32.422388855922016,23896.91460255066,5035,908.7441388590971
Male,39-45,PhD,Other,LinkedIn,Other,Educational,106,93.9649579821174,194,236,55,65,33,1324.8960535552883,146.53971671491144,74.36376655597195,53990.677950473764,5028,3249.0966498740104
